Indicator;Country;Date;value
Cases;Nigeria;20/07/2015;20
Deaths;Nigeria;20/07/2015;8
Cases;Sierra Leone;20/07/2015;13241
Deaths;Sierra Leone;20/07/2015;3949
Cases;Spain;20/07/2015;1
Deaths;Spain;20/07/2015;0
Deaths;United Kingdom;20/07/2015;0
Cases;United Kingdom;20/07/2015;1
Cases;United States of America;20/07/2015;4
Deaths;United States of America;20/07/2015;1
Deaths;Senegal;20/07/2015;0
Cases;Senegal;21/07/2015;1
Cases;Guinea;21/07/2015;3783
Deaths;Guinea;21/07/2015;2512
Deaths;Italy;21/07/2015;0
Cases;Italy;21/07/2015;1
Cases;Liberia;21/07/2015;10666
Deaths;Liberia;21/07/2015;4806
Cases;Liberia 2;21/07/2015;7
Deaths;Liberia 2;21/07/2015;2
Deaths;Mali;21/07/2015;6
Cases;Mali;21/07/2015;8
Cases;Nigeria;21/07/2015;20
Deaths;Nigeria;21/07/2015;8
Cases;Sierra Leone;21/07/2015;13250
Deaths;Sierra Leone;21/07/2015;3949
Cases;Spain;21/07/2015;1
Deaths;Spain;21/07/2015;0
Deaths;United Kingdom;21/07/2015;0
Cases;United Kingdom;21/07/2015;1
Cases;United States of America;21/07/2015;4
Deaths;United States of America;21/07/2015;1
Deaths;Senegal;21/07/2015;0
Cases;Senegal;22/07/2015;1
Cases;Guinea;22/07/2015;3783
Deaths;Guinea;22/07/2015;2512
Deaths;Italy;22/07/2015;0
Cases;Italy;22/07/2015;1
Cases;Liberia;22/07/2015;10666
Deaths;Liberia;22/07/2015;4806
Cases;Liberia 2;22/07/2015;6
Deaths;Liberia 2;22/07/2015;2
Deaths;Mali;22/07/2015;6
Cases;Mali;22/07/2015;8
Cases;Nigeria;22/07/2015;20
Deaths;Nigeria;22/07/2015;8
Cases;Sierra Leone;22/07/2015;13250
Deaths;Sierra Leone;22/07/2015;3949
Cases;Spain;22/07/2015;1
Deaths;Spain;22/07/2015;0
Deaths;United Kingdom;22/07/2015;0
Cases;United Kingdom;22/07/2015;1
Cases;United States of America;22/07/2015;4
Deaths;United States of America;22/07/2015;1
Deaths;Senegal;22/07/2015;0
Cases;Senegal;23/07/2015;1
Cases;Guinea;23/07/2015;3788
Deaths;Guinea;23/07/2015;2516
Deaths;Italy;23/07/2015;0
Cases;Italy;23/07/2015;1
Cases;Liberia;23/07/2015;10666
Deaths;Liberia;23/07/2015;4806
Cases;Liberia 2;23/07/2015;7
Deaths;Liberia 2;23/07/2015;2
Deaths;Mali;23/07/2015;6
Cases;Mali;23/07/2015;8
Cases;Nigeria;23/07/2015;20
Deaths;Nigeria;23/07/2015;8
Cases;Sierra Leone;23/07/2015;13262
Deaths;Sierra Leone;23/07/2015;3949
Cases;Spain;23/07/2015;1
Deaths;Spain;23/07/2015;0
Deaths;United Kingdom;23/07/2015;0
Cases;United Kingdom;23/07/2015;1
Cases;United States of America;23/07/2015;4
Deaths;United States of America;23/07/2015;1
Deaths;Senegal;23/07/2015;0
Cases;Senegal;24/07/2015;1
Cases;Guinea;24/07/2015;3787
Deaths;Guinea;24/07/2015;2517
Deaths;Italy;24/07/2015;0
Cases;Italy;24/07/2015;1
Cases;Liberia;24/07/2015;10666
Deaths;Liberia;24/07/2015;4806
Cases;Liberia 2;24/07/2015;7
Deaths;Liberia 2;24/07/2015;2
Deaths;Mali;24/07/2015;6
Cases;Mali;24/07/2015;8
Cases;Nigeria;24/07/2015;20
Deaths;Nigeria;24/07/2015;8
Cases;Sierra Leone;24/07/2015;13264
Deaths;Sierra Leone;24/07/2015;3949
Cases;Spain;24/07/2015;1
Deaths;Spain;24/07/2015;0
Deaths;United Kingdom;24/07/2015;0
Cases;United Kingdom;24/07/2015;1
Cases;United States of America;24/07/2015;4
Deaths;United States of America;24/07/2015;1
Deaths;Senegal;24/07/2015;0
Cases;Senegal;27/07/2015;1
Cases;Guinea;27/07/2015;3792
Deaths;Guinea;27/07/2015;2519
Deaths;Italy;27/07/2015;0
Cases;Italy;27/07/2015;1
Cases;Liberia;27/07/2015;10666
Deaths;Liberia;27/07/2015;4806
Cases;Liberia 2;27/07/2015;7
Deaths;Liberia 2;27/07/2015;2
Deaths;Mali;27/07/2015;6
Cases;Mali;27/07/2015;8
Cases;Nigeria;27/07/2015;20
Deaths;Nigeria;27/07/2015;8
Deaths;Sierra Leone;27/07/2015;3951
Cases;Sierra Leone;27/07/2015;13283
Cases;Spain;27/07/2015;1
Deaths;Spain;27/07/2015;0
Deaths;United Kingdom;27/07/2015;0
Cases;United Kingdom;27/07/2015;1
Cases;United States of America;27/07/2015;4
Deaths;United States of America;27/07/2015;1
Deaths;Senegal;27/07/2015;0
Cases;Senegal;28/07/2015;1
Cases;Guinea;28/07/2015;3786
Deaths;Guinea;28/07/2015;2520
Deaths;Italy;28/07/2015;0
Cases;Italy;28/07/2015;1
Cases;Liberia;28/07/2015;10666
Deaths;Liberia;28/07/2015;4806
Cases;Liberia 2;28/07/2015;7
Deaths;Liberia 2;28/07/2015;2
Deaths;Mali;28/07/2015;6
Cases;Mali;28/07/2015;8
Cases;Nigeria;28/07/2015;20
Deaths;Nigeria;28/07/2015;8
Deaths;Sierra Leone;28/07/2015;3951
Cases;Sierra Leone;28/07/2015;13290
Cases;Spain;28/07/2015;1
Deaths;Spain;28/07/2015;0
Deaths;United Kingdom;28/07/2015;0
Cases;United Kingdom;28/07/2015;1
Cases;United States of America;28/07/2015;4
Deaths;United States of America;28/07/2015;1
Deaths;Senegal;28/07/2015;0
Cases;Senegal;29/07/2015;1
Cases;Guinea;29/07/2015;3786
Deaths;Guinea;29/07/2015;2520
Deaths;Italy;29/07/2015;0
Cases;Italy;29/07/2015;1
Deaths;Liberia;29/07/2015;4806
Cases;Liberia;29/07/2015;10666
Deaths;Liberia 2;29/07/2015;2
Cases;Liberia 2;29/07/2015;6
Deaths;Mali;29/07/2015;6
Cases;Mali;29/07/2015;8
Cases;Nigeria;29/07/2015;20
Deaths;Nigeria;29/07/2015;8
Cases;Sierra Leone;29/07/2015;13290
Deaths;Sierra Leone;29/07/2015;3951
Cases;Spain;29/07/2015;1
Deaths;Spain;29/07/2015;0
Deaths;United Kingdom;29/07/2015;0
Cases;United Kingdom;29/07/2015;1
Cases;United States of America;29/07/2015;4
Deaths;United States of America;29/07/2015;1
Deaths;Senegal;29/07/2015;0
Cases;Senegal;30/07/2015;1
Cases;Guinea;30/07/2015;3785
Deaths;Guinea;30/07/2015;2521
Deaths;Italy;30/07/2015;0
Cases;Italy;30/07/2015;1
Deaths;Liberia;30/07/2015;4806
Cases;Liberia;30/07/2015;10666
Cases;Liberia 2;30/07/2015;6
Deaths;Liberia 2;30/07/2015;2
Deaths;Mali;30/07/2015;6
Cases;Mali;30/07/2015;8
Cases;Nigeria;30/07/2015;20
Deaths;Nigeria;30/07/2015;8
Cases;Sierra Leone;30/07/2015;13379
Deaths;Sierra Leone;30/07/2015;3951
Cases;Spain;30/07/2015;1
Deaths;Spain;30/07/2015;0
Deaths;United Kingdom;30/07/2015;0
Cases;United Kingdom;30/07/2015;1
Cases;United States of America;30/07/2015;4
Deaths;United States of America;30/07/2015;1
Deaths;Senegal;30/07/2015;0
Cases;Senegal;31/07/2015;1
Cases;Guinea;31/07/2015;3781
Deaths;Guinea;31/07/2015;2521
Deaths;Italy;31/07/2015;0
Cases;Italy;31/07/2015;1
Deaths;Liberia;31/07/2015;4806
Cases;Liberia;31/07/2015;10666
Cases;Liberia 2;31/07/2015;6
Deaths;Liberia 2;31/07/2015;2
Deaths;Mali;31/07/2015;6
Cases;Mali;31/07/2015;8
Cases;Nigeria;31/07/2015;20
Deaths;Nigeria;31/07/2015;8
Deaths;Sierra Leone;31/07/2015;3951
Cases;Sierra Leone;31/07/2015;13387
Cases;Spain;31/07/2015;1
Deaths;Spain;31/07/2015;0
Deaths;United Kingdom;31/07/2015;0
Cases;United Kingdom;31/07/2015;1
Cases;United States of America;31/07/2015;4
Deaths;United States of America;31/07/2015;1
Deaths;Senegal;31/07/2015;0
Cases;Senegal;3/08/2015;1
Deaths;Guinea;3/08/2015;2522
Cases;Guinea;3/08/2015;3786
Deaths;Italy;3/08/2015;0
Cases;Italy;3/08/2015;1
Cases;Liberia;3/08/2015;10666
Deaths;Liberia;3/08/2015;4806
Deaths;Liberia 2;3/08/2015;2
Cases;Liberia 2;3/08/2015;6
Deaths;Mali;3/08/2015;6
Cases;Mali;3/08/2015;8
Cases;Nigeria;3/08/2015;20
Deaths;Nigeria;3/08/2015;8
Cases;Sierra Leone;3/08/2015;13402
Deaths;Sierra Leone;3/08/2015;3951
Cases;Spain;3/08/2015;1
Deaths;Spain;3/08/2015;0
Deaths;United Kingdom;3/08/2015;0
Cases;United Kingdom;3/08/2015;1
Cases;United States of America;3/08/2015;4
Deaths;United States of America;3/08/2015;1
Deaths;Senegal;3/08/2015;0
Cases;Senegal;4/08/2015;1
Deaths;Guinea;4/08/2015;2522
Cases;Guinea;4/08/2015;3784
Deaths;Italy;4/08/2015;0
Cases;Italy;4/08/2015;1
Deaths;Liberia;4/08/2015;4806
Cases;Liberia;4/08/2015;10666
Deaths;Liberia 2;4/08/2015;2
Cases;Liberia 2;4/08/2015;6
Deaths;Mali;4/08/2015;6
Cases;Mali;4/08/2015;8
Cases;Nigeria;4/08/2015;20
Deaths;Nigeria;4/08/2015;8
Deaths;Sierra Leone;4/08/2015;3951
Cases;Sierra Leone;4/08/2015;13406
Cases;Spain;4/08/2015;1
Deaths;Spain;4/08/2015;0
Deaths;United Kingdom;4/08/2015;0
Cases;United Kingdom;4/08/2015;1
Cases;United States of America;4/08/2015;4
Deaths;United States of America;4/08/2015;1
Deaths;Senegal;4/08/2015;0
Cases;Senegal;5/08/2015;1
Deaths;Guinea;5/08/2015;2522
Cases;Guinea;5/08/2015;3784
Deaths;Italy;5/08/2015;0
Cases;Italy;5/08/2015;1
Deaths;Liberia;5/08/2015;4806
Cases;Liberia;5/08/2015;10666
Cases;Liberia 2;5/08/2015;6
Deaths;Liberia 2;5/08/2015;2
Deaths;Mali;5/08/2015;6
Cases;Mali;5/08/2015;8
Cases;Nigeria;5/08/2015;20
Deaths;Nigeria;5/08/2015;8
Cases;Sierra Leone;5/08/2015;13406
Deaths;Sierra Leone;5/08/2015;3951
Cases;Spain;5/08/2015;1
Deaths;Spain;5/08/2015;0
Deaths;United Kingdom;5/08/2015;0
Cases;United Kingdom;5/08/2015;1
Cases;United States of America;5/08/2015;4
Deaths;United States of America;5/08/2015;1
Deaths;Senegal;5/08/2015;0
Cases;Senegal;6/08/2015;1
Deaths;Guinea;6/08/2015;2524
Cases;Guinea;6/08/2015;3792
Deaths;Italy;6/08/2015;0
Cases;Italy;6/08/2015;1
Deaths;Liberia;6/08/2015;4806
Cases;Liberia;6/08/2015;10666
Deaths;Liberia 2;6/08/2015;2
Cases;Liberia 2;6/08/2015;6
Deaths;Mali;6/08/2015;6
Cases;Mali;6/08/2015;8
Cases;Nigeria;6/08/2015;20
Deaths;Nigeria;6/08/2015;8
Deaths;Sierra Leone;6/08/2015;3951
Cases;Sierra Leone;6/08/2015;13426
Cases;Spain;6/08/2015;1
Deaths;Spain;6/08/2015;0
Deaths;United Kingdom;6/08/2015;0
Cases;United Kingdom;6/08/2015;1
Cases;United States of America;6/08/2015;4
Deaths;United States of America;6/08/2015;1
Deaths;Senegal;6/08/2015;0
Cases;Senegal;7/08/2015;1
Cases;Guinea;7/08/2015;3795
Deaths;Guinea;7/08/2015;2524
Deaths;Italy;7/08/2015;0
Cases;Italy;7/08/2015;1
Cases;Liberia;7/08/2015;10666
Deaths;Liberia;7/08/2015;4806
Cases;Liberia 2;7/08/2015;6
Deaths;Liberia 2;7/08/2015;2
Deaths;Mali;7/08/2015;6
Cases;Mali;7/08/2015;8
Cases;Nigeria;7/08/2015;20
Deaths;Nigeria;7/08/2015;8
Cases;Sierra Leone;7/08/2015;13428
Deaths;Sierra Leone;7/08/2015;3951
Cases;Spain;7/08/2015;1
Deaths;Spain;7/08/2015;0
Deaths;United Kingdom;7/08/2015;0
Cases;United Kingdom;7/08/2015;1
Cases;United States of America;7/08/2015;4
Deaths;United States of America;7/08/2015;1
Deaths;Senegal;7/08/2015;0
Cases;Senegal;10/08/2015;1
Deaths;Guinea;10/08/2015;2524
Cases;Guinea;10/08/2015;3791
Deaths;Italy;10/08/2015;0
Cases;Italy;10/08/2015;1
Cases;Liberia;10/08/2015;10666
Deaths;Liberia;10/08/2015;4806
Deaths;Liberia 2;10/08/2015;2
Cases;Liberia 2;10/08/2015;6
Deaths;Mali;10/08/2015;6
Cases;Mali;10/08/2015;8
Cases;Nigeria;10/08/2015;20
Deaths;Nigeria;10/08/2015;8
Cases;Sierra Leone;10/08/2015;13465
Deaths;Sierra Leone;10/08/2015;3951
Cases;Spain;10/08/2015;1
Deaths;Spain;10/08/2015;0
Deaths;United Kingdom;10/08/2015;0
Cases;United Kingdom;10/08/2015;1
Cases;United States of America;10/08/2015;4
Deaths;United States of America;10/08/2015;1
Deaths;Senegal;10/08/2015;0
Cases;Senegal;11/08/2015;1
Cases;Guinea;11/08/2015;3787
Deaths;Guinea;11/08/2015;2524
Deaths;Italy;11/08/2015;0
Cases;Italy;11/08/2015;1
Deaths;Liberia;11/08/2015;4806
Cases;Liberia;11/08/2015;10666
Cases;Liberia 2;11/08/2015;6
Deaths;Liberia 2;11/08/2015;2
Deaths;Mali;11/08/2015;6
Cases;Mali;11/08/2015;8
Cases;Nigeria;11/08/2015;20
Deaths;Nigeria;11/08/2015;8
Deaths;Sierra Leone;11/08/2015;3951
Cases;Sierra Leone;11/08/2015;13470
Cases;Spain;11/08/2015;1
Deaths;Spain;11/08/2015;0
Deaths;United Kingdom;11/08/2015;0
Cases;United Kingdom;11/08/2015;1
Cases;United States of America;11/08/2015;4
Deaths;United States of America;11/08/2015;1
Deaths;Senegal;11/08/2015;0
Cases;Senegal;12/08/2015;1
Deaths;Guinea;12/08/2015;2524
Cases;Guinea;12/08/2015;3787
Deaths;Italy;12/08/2015;0
Cases;Italy;12/08/2015;1
Cases;Liberia;12/08/2015;10666
Deaths;Liberia;12/08/2015;4806
Deaths;Liberia 2;12/08/2015;2
Cases;Liberia 2;12/08/2015;6
Deaths;Mali;12/08/2015;6
Cases;Mali;12/08/2015;8
Cases;Nigeria;12/08/2015;20
Deaths;Nigeria;12/08/2015;8
Deaths;Sierra Leone;12/08/2015;3951
Cases;Sierra Leone;12/08/2015;13470
Cases;Spain;12/08/2015;1
Deaths;Spain;12/08/2015;0
Deaths;United Kingdom;12/08/2015;0
Cases;United Kingdom;12/08/2015;1
Cases;United States of America;12/08/2015;4
Deaths;United States of America;12/08/2015;1
Deaths;Senegal;12/08/2015;0
Cases;Senegal;13/08/2015;1
Deaths;Guinea;13/08/2015;2524
Cases;Guinea;13/08/2015;3792
Deaths;Italy;13/08/2015;0
Cases;Italy;13/08/2015;1
Deaths;Liberia;13/08/2015;4806
Cases;Liberia;13/08/2015;10666
Deaths;Liberia 2;13/08/2015;2
Cases;Liberia 2;13/08/2015;6
Deaths;Mali;13/08/2015;6
Cases;Mali;13/08/2015;8
Cases;Nigeria;13/08/2015;20
Deaths;Nigeria;13/08/2015;8
Deaths;Sierra Leone;13/08/2015;3951
Cases;Sierra Leone;13/08/2015;13484
Cases;Spain;13/08/2015;1
Deaths;Spain;13/08/2015;0
Deaths;United Kingdom;13/08/2015;0
Cases;United Kingdom;13/08/2015;1
Cases;United States of America;13/08/2015;4
Deaths;United States of America;13/08/2015;1
Deaths;Senegal;13/08/2015;0
Cases;Senegal;14/08/2015;1
Cases;Guinea;14/08/2015;3791
Deaths;Guinea;14/08/2015;2524
Deaths;Italy;14/08/2015;0
Cases;Italy;14/08/2015;1
Deaths;Liberia;14/08/2015;4806
Cases;Liberia;14/08/2015;10666
Cases;Liberia 2;14/08/2015;6
Deaths;Liberia 2;14/08/2015;2
Deaths;Mali;14/08/2015;6
Cases;Mali;14/08/2015;8
Cases;Nigeria;14/08/2015;20
Deaths;Nigeria;14/08/2015;8
Deaths;Sierra Leone;14/08/2015;3952
Cases;Sierra Leone;14/08/2015;13485
Cases;Spain;14/08/2015;1
Deaths;Spain;14/08/2015;0
Deaths;United Kingdom;14/08/2015;0
Cases;United Kingdom;14/08/2015;1
Cases;United States of America;14/08/2015;4
Deaths;United States of America;14/08/2015;1
Deaths;Senegal;14/08/2015;0
Cases;Senegal;17/08/2015;1
Deaths;Guinea;17/08/2015;2524
Cases;Guinea;17/08/2015;3790
Deaths;Italy;17/08/2015;0
Cases;Italy;17/08/2015;1
Deaths;Liberia;17/08/2015;4806
Cases;Liberia;17/08/2015;10666
Cases;Liberia 2;17/08/2015;6
Deaths;Liberia 2;17/08/2015;2
Deaths;Mali;17/08/2015;6
Cases;Mali;17/08/2015;8
Cases;Nigeria;17/08/2015;20
Deaths;Nigeria;17/08/2015;8
Deaths;Sierra Leone;17/08/2015;3952
Cases;Sierra Leone;17/08/2015;13489
Cases;Spain;17/08/2015;1
Deaths;Spain;17/08/2015;0
Deaths;United Kingdom;17/08/2015;0
Cases;United Kingdom;17/08/2015;1
Cases;United States of America;17/08/2015;4
Deaths;United States of America;17/08/2015;1
Deaths;Senegal;17/08/2015;0
Cases;Senegal;18/08/2015;1
Cases;Guinea;18/08/2015;3786
Deaths;Guinea;18/08/2015;2524
Deaths;Italy;18/08/2015;0
Cases;Italy;18/08/2015;1
Cases;Liberia;18/08/2015;10666
Deaths;Liberia;18/08/2015;4806
Cases;Liberia 2;18/08/2015;6
Deaths;Liberia 2;18/08/2015;2
Deaths;Mali;18/08/2015;6
Cases;Mali;18/08/2015;8
Cases;Nigeria;18/08/2015;20
Deaths;Nigeria;18/08/2015;8
Cases;Sierra Leone;18/08/2015;13494
Deaths;Sierra Leone;18/08/2015;3952
Cases;Spain;18/08/2015;1
Deaths;Spain;18/08/2015;0
Deaths;United Kingdom;18/08/2015;0
Cases;United Kingdom;18/08/2015;1
Cases;United States of America;18/08/2015;4
Deaths;United States of America;18/08/2015;1
Deaths;Senegal;18/08/2015;0
Cases;Senegal;19/08/2015;1
Cases;Guinea;19/08/2015;3786
Deaths;Guinea;19/08/2015;2524
Deaths;Italy;19/08/2015;0
Cases;Italy;19/08/2015;1
Cases;Liberia;19/08/2015;10666
Deaths;Liberia;19/08/2015;4806
Deaths;Liberia 2;19/08/2015;2
Cases;Liberia 2;19/08/2015;6
Deaths;Mali;19/08/2015;6
Cases;Mali;19/08/2015;8
Cases;Nigeria;19/08/2015;20
Deaths;Nigeria;19/08/2015;8
Deaths;Sierra Leone;19/08/2015;3952
Cases;Sierra Leone;19/08/2015;13494
Cases;Spain;19/08/2015;1
Deaths;Spain;19/08/2015;0
Deaths;United Kingdom;19/08/2015;0
Cases;United Kingdom;19/08/2015;1
Cases;United States of America;19/08/2015;4
Deaths;United States of America;19/08/2015;1
Deaths;Senegal;19/08/2015;0
Cases;Senegal;20/08/2015;1
Deaths;Guinea;20/08/2015;2526
Cases;Guinea;20/08/2015;3792
Deaths;Italy;20/08/2015;0
Cases;Italy;20/08/2015;1
Cases;Liberia;20/08/2015;10666
Deaths;Liberia;20/08/2015;4806
Deaths;Liberia 2;20/08/2015;2
Cases;Liberia 2;20/08/2015;6
Deaths;Mali;20/08/2015;6
Cases;Mali;20/08/2015;8
Cases;Nigeria;20/08/2015;20
Deaths;Nigeria;20/08/2015;8
Cases;Sierra Leone;20/08/2015;13518
Deaths;Sierra Leone;20/08/2015;3952
Cases;Spain;20/08/2015;1
Deaths;Spain;20/08/2015;0
Deaths;United Kingdom;20/08/2015;0
Cases;United Kingdom;20/08/2015;1
Cases;United States of America;20/08/2015;4
Deaths;United States of America;20/08/2015;1
Deaths;Senegal;20/08/2015;0
Cases;Senegal;21/08/2015;1
Cases;Guinea;21/08/2015;3795
Deaths;Guinea;21/08/2015;2526
Deaths;Italy;21/08/2015;0
Cases;Italy;21/08/2015;1
Deaths;Liberia;21/08/2015;4806
Cases;Liberia;21/08/2015;10666
Cases;Liberia 2;21/08/2015;6
Deaths;Liberia 2;21/08/2015;2
Deaths;Mali;21/08/2015;6
Cases;Mali;21/08/2015;8
Cases;Nigeria;21/08/2015;20
Deaths;Nigeria;21/08/2015;8
Deaths;Sierra Leone;21/08/2015;3952
Cases;Sierra Leone;21/08/2015;13533
Cases;Spain;21/08/2015;1
Deaths;Spain;21/08/2015;0
Deaths;United Kingdom;21/08/2015;0
Cases;United Kingdom;21/08/2015;1
Cases;United States of America;21/08/2015;4
Deaths;United States of America;21/08/2015;1
Deaths;Senegal;21/08/2015;0
Cases;Senegal;24/08/2015;1
Deaths;Guinea;24/08/2015;2527
Cases;Guinea;24/08/2015;3790
Deaths;Italy;24/08/2015;0
Cases;Italy;24/08/2015;1
Cases;Liberia;24/08/2015;10666
Deaths;Liberia;24/08/2015;4806
Cases;Liberia 2;24/08/2015;6
Deaths;Liberia 2;24/08/2015;2
Deaths;Mali;24/08/2015;6
Cases;Mali;24/08/2015;8
Cases;Nigeria;24/08/2015;20
Deaths;Nigeria;24/08/2015;8
Cases;Sierra Leone;24/08/2015;13538
Deaths;Sierra Leone;24/08/2015;3952
Cases;Spain;24/08/2015;1
Deaths;Spain;24/08/2015;0
Deaths;United Kingdom;24/08/2015;0
Cases;United Kingdom;24/08/2015;1
Cases;United States of America;24/08/2015;4
Deaths;United States of America;24/08/2015;1
Deaths;Senegal;24/08/2015;0
Cases;Senegal;25/08/2015;1
Deaths;Guinea;25/08/2015;2527
Cases;Guinea;25/08/2015;3792
Deaths;Italy;25/08/2015;0
Cases;Italy;25/08/2015;1
Deaths;Liberia;25/08/2015;4806
Cases;Liberia;25/08/2015;10666
Cases;Liberia 2;25/08/2015;6
Deaths;Liberia 2;25/08/2015;2
Deaths;Mali;25/08/2015;6
Cases;Mali;25/08/2015;8
Cases;Nigeria;25/08/2015;20
Deaths;Nigeria;25/08/2015;8
Deaths;Sierra Leone;25/08/2015;3952
Cases;Sierra Leone;25/08/2015;13541
Cases;Spain;25/08/2015;1
Deaths;Spain;25/08/2015;0
Deaths;United Kingdom;25/08/2015;0
Cases;United Kingdom;25/08/2015;1
Cases;United States of America;25/08/2015;4
Deaths;United States of America;25/08/2015;1
Deaths;Senegal;25/08/2015;0
Cases;Senegal;26/08/2015;1
Deaths;Guinea;26/08/2015;2527
Cases;Guinea;26/08/2015;3792
Deaths;Italy;26/08/2015;0
Cases;Italy;26/08/2015;1
Cases;Liberia;26/08/2015;10666
Deaths;Liberia;26/08/2015;4806
Cases;Liberia 2;26/08/2015;6
Deaths;Liberia 2;26/08/2015;2
Deaths;Mali;26/08/2015;6
Cases;Mali;26/08/2015;8
Cases;Nigeria;26/08/2015;20
Deaths;Nigeria;26/08/2015;8
Deaths;Sierra Leone;26/08/2015;3952
Cases;Sierra Leone;26/08/2015;13541
Cases;Spain;26/08/2015;1
Deaths;Spain;26/08/2015;0
Deaths;United Kingdom;26/08/2015;0
Cases;United Kingdom;26/08/2015;1
Cases;United States of America;26/08/2015;4
Deaths;United States of America;26/08/2015;1
Deaths;Senegal;26/08/2015;0
Cases;Senegal;27/08/2015;1
Deaths;Guinea;27/08/2015;2528
Cases;Guinea;27/08/2015;3797
Deaths;Italy;27/08/2015;0
Cases;Italy;27/08/2015;1
Cases;Liberia;27/08/2015;10666
Deaths;Liberia;27/08/2015;4806
Deaths;Liberia 2;27/08/2015;2
Cases;Liberia 2;27/08/2015;6
Deaths;Mali;27/08/2015;6
Cases;Mali;27/08/2015;8
Cases;Nigeria;27/08/2015;20
Deaths;Nigeria;27/08/2015;8
Cases;Sierra Leone;27/08/2015;13582
Deaths;Sierra Leone;27/08/2015;3952
Cases;Spain;27/08/2015;1
Deaths;Spain;27/08/2015;0
Deaths;United Kingdom;27/08/2015;0
Cases;United Kingdom;27/08/2015;1
Cases;United States of America;27/08/2015;4
Deaths;United States of America;27/08/2015;1
Deaths;Senegal;27/08/2015;0
Cases;Senegal;28/08/2015;1
Deaths;Guinea;28/08/2015;2528
Cases;Guinea;28/08/2015;3797
Deaths;Italy;28/08/2015;0
Cases;Italy;28/08/2015;1
Cases;Liberia;28/08/2015;10666
Deaths;Liberia;28/08/2015;4806
Deaths;Liberia 2;28/08/2015;2
Cases;Liberia 2;28/08/2015;6
Deaths;Mali;28/08/2015;6
Cases;Mali;28/08/2015;8
Cases;Nigeria;28/08/2015;20
Deaths;Nigeria;28/08/2015;8
Deaths;Sierra Leone;28/08/2015;3952
Cases;Sierra Leone;28/08/2015;13586
Cases;Spain;28/08/2015;1
Deaths;Spain;28/08/2015;0
Deaths;United Kingdom;28/08/2015;0
Cases;United Kingdom;28/08/2015;1
Cases;United States of America;28/08/2015;4
Deaths;United States of America;28/08/2015;1
Deaths;Senegal;28/08/2015;0
Cases;Senegal;31/08/2015;1
Cases;Guinea;31/08/2015;3790
Deaths;Guinea;31/08/2015;2528
Deaths;Italy;31/08/2015;0
Cases;Italy;31/08/2015;1
Cases;Liberia;31/08/2015;10666
Deaths;Liberia;31/08/2015;4806
Cases;Liberia 2;31/08/2015;6
Deaths;Liberia 2;31/08/2015;2
Deaths;Mali;31/08/2015;6
Cases;Mali;31/08/2015;8
Cases;Nigeria;31/08/2015;20
Deaths;Nigeria;31/08/2015;8
Cases;Sierra Leone;31/08/2015;13603
Deaths;Sierra Leone;31/08/2015;3953
Cases;Spain;31/08/2015;1
Deaths;Spain;31/08/2015;0
Deaths;United Kingdom;31/08/2015;0
Cases;United Kingdom;31/08/2015;1
Cases;United States of America;31/08/2015;4
Deaths;United States of America;31/08/2015;1
Deaths;Senegal;31/08/2015;0
Cases;Senegal;1/09/2015;1
Cases;Guinea;1/09/2015;3792
Deaths;Guinea;1/09/2015;2529
Deaths;Italy;1/09/2015;0
Cases;Italy;1/09/2015;1
Cases;Liberia;1/09/2015;10666
Deaths;Liberia;1/09/2015;4806
Cases;Liberia 2;1/09/2015;6
Deaths;Liberia 2;1/09/2015;2
Deaths;Mali;1/09/2015;6
Cases;Mali;1/09/2015;8
Cases;Nigeria;1/09/2015;20
Deaths;Nigeria;1/09/2015;8
Cases;Sierra Leone;1/09/2015;13609
Deaths;Sierra Leone;1/09/2015;3953
Cases;Spain;1/09/2015;1
Deaths;Spain;1/09/2015;0
Deaths;United Kingdom;1/09/2015;0
Cases;United Kingdom;1/09/2015;1
Cases;United States of America;1/09/2015;4
Deaths;United States of America;1/09/2015;1
Deaths;Senegal;1/09/2015;0
Cases;Senegal;2/09/2015;1
Cases;Guinea;2/09/2015;3792
Deaths;Guinea;2/09/2015;2529
Deaths;Italy;2/09/2015;0
Cases;Italy;2/09/2015;1
Cases;Liberia;2/09/2015;10666
Deaths;Liberia;2/09/2015;4806
Deaths;Liberia 2;2/09/2015;2
Cases;Liberia 2;2/09/2015;6
Deaths;Mali;2/09/2015;6
Cases;Mali;2/09/2015;8
Cases;Nigeria;2/09/2015;20
Deaths;Nigeria;2/09/2015;8
Deaths;Sierra Leone;2/09/2015;3953
Cases;Sierra Leone;2/09/2015;13609
Cases;Spain;2/09/2015;1
Deaths;Spain;2/09/2015;0
Deaths;United Kingdom;2/09/2015;0
Cases;United Kingdom;2/09/2015;1
Cases;United States of America;2/09/2015;4
Deaths;United States of America;2/09/2015;1
Deaths;Senegal;2/09/2015;0
Cases;Senegal;3/09/2015;1
Cases;Guinea;3/09/2015;3792
Deaths;Guinea;3/09/2015;2529
Deaths;Italy;3/09/2015;0
Cases;Italy;3/09/2015;1
Cases;Liberia;3/09/2015;10666
Deaths;Liberia;3/09/2015;4806
Cases;Liberia 2;3/09/2015;6
Deaths;Liberia 2;3/09/2015;2
Deaths;Mali;3/09/2015;6
Cases;Mali;3/09/2015;8
Cases;Nigeria;3/09/2015;20
