Indicator;Country;Date;value
Cases;Guinea;25/03/2015;3429
Cases;Liberia;25/03/2015;9602
Deaths;Liberia;25/03/2015;4301
Deaths;Mali;25/03/2015;6
Cases;Mali;25/03/2015;8
Cases;Nigeria;25/03/2015;20
Deaths;Nigeria;25/03/2015;8
Cases;Sierra Leone;25/03/2015;11841
Deaths;Sierra Leone;25/03/2015;3747
Cases;Spain;25/03/2015;1
Deaths;Spain;25/03/2015;0
Deaths;United Kingdom;25/03/2015;0
Cases;United Kingdom;25/03/2015;1
Cases;United States of America;25/03/2015;4
Deaths;United States of America;25/03/2015;1
Deaths;Senegal;25/03/2015;0
Cases;Senegal;26/03/2015;1
Deaths;Guinea;26/03/2015;2273
Cases;Guinea;26/03/2015;3459
Deaths;Liberia;26/03/2015;4301
Cases;Liberia;26/03/2015;9602
Deaths;Mali;26/03/2015;6
Cases;Mali;26/03/2015;8
Cases;Nigeria;26/03/2015;20
Deaths;Nigeria;26/03/2015;8
Deaths;Sierra Leone;26/03/2015;3764
Cases;Sierra Leone;26/03/2015;11866
Cases;Spain;26/03/2015;1
Deaths;Spain;26/03/2015;0
Deaths;United Kingdom;26/03/2015;0
Cases;United Kingdom;26/03/2015;1
Cases;United States of America;26/03/2015;4
Deaths;United States of America;26/03/2015;1
Deaths;Senegal;26/03/2015;0
Cases;Senegal;27/03/2015;1
Cases;Guinea;27/03/2015;3466
Deaths;Guinea;27/03/2015;2276
Deaths;Liberia;27/03/2015;4301
Cases;Liberia;27/03/2015;9602
Deaths;Mali;27/03/2015;6
Cases;Mali;27/03/2015;8
Cases;Nigeria;27/03/2015;20
Deaths;Nigeria;27/03/2015;8
Cases;Sierra Leone;27/03/2015;11889
Deaths;Sierra Leone;27/03/2015;3773
Cases;Spain;27/03/2015;1
Deaths;Spain;27/03/2015;0
Deaths;United Kingdom;27/03/2015;0
Cases;United Kingdom;27/03/2015;1
Cases;United States of America;27/03/2015;4
Deaths;United States of America;27/03/2015;1
Deaths;Senegal;27/03/2015;0
Cases;Senegal;7/04/2015;1
Cases;Guinea;7/04/2015;3515
Deaths;Guinea;7/04/2015;2333
Cases;Liberia;7/04/2015;9862
Deaths;Liberia;7/04/2015;4408
Deaths;Mali;7/04/2015;6
Cases;Mali;7/04/2015;8
Cases;Nigeria;7/04/2015;20
Deaths;Nigeria;7/04/2015;8
Cases;Sierra Leone;7/04/2015;12139
Deaths;Sierra Leone;7/04/2015;3832
Cases;Spain;7/04/2015;1
Deaths;Spain;7/04/2015;0
Deaths;United Kingdom;7/04/2015;0
Cases;United Kingdom;7/04/2015;1
Cases;United States of America;7/04/2015;4
Deaths;United States of America;7/04/2015;1
Deaths;Senegal;7/04/2015;0
Cases;Senegal;9/04/2015;1
Cases;Guinea;9/04/2015;3515
Deaths;Guinea;9/04/2015;2335
Cases;Liberia;9/04/2015;9862
Deaths;Liberia;9/04/2015;4408
Deaths;Mali;9/04/2015;6
Cases;Mali;9/04/2015;8
Cases;Nigeria;9/04/2015;20
Deaths;Nigeria;9/04/2015;8
Cases;Sierra Leone;9/04/2015;12155
Deaths;Sierra Leone;9/04/2015;3841
Cases;Spain;9/04/2015;1
Deaths;Spain;9/04/2015;0
Deaths;United Kingdom;9/04/2015;0
Cases;United Kingdom;9/04/2015;1
Cases;United States of America;9/04/2015;4
Deaths;United States of America;9/04/2015;1
Deaths;Senegal;9/04/2015;0
Cases;Senegal;13/04/2015;1
Cases;Guinea;13/04/2015;3541
Deaths;Guinea;13/04/2015;2342
Cases;Liberia;13/04/2015;9862
Deaths;Liberia;13/04/2015;4408
Deaths;Mali;13/04/2015;6
Cases;Mali;13/04/2015;8
Cases;Nigeria;13/04/2015;20
Deaths;Nigeria;13/04/2015;8
Cases;Sierra Leone;13/04/2015;12188
Deaths;Sierra Leone;13/04/2015;3854
Cases;Spain;13/04/2015;1
Deaths;Spain;13/04/2015;0
Deaths;United Kingdom;13/04/2015;0
Cases;United Kingdom;13/04/2015;1
Cases;United States of America;13/04/2015;4
Deaths;United States of America;13/04/2015;1
Deaths;Senegal;13/04/2015;0
Cases;Senegal;14/04/2015;1
Cases;Guinea;14/04/2015;3548
Deaths;Guinea;14/04/2015;2346
Cases;Liberia;14/04/2015;9862
Deaths;Liberia;14/04/2015;4408
Deaths;Mali;14/04/2015;6
Cases;Mali;14/04/2015;8
Cases;Nigeria;14/04/2015;20
Deaths;Nigeria;14/04/2015;8
Cases;Sierra Leone;14/04/2015;12201
Deaths;Sierra Leone;14/04/2015;3857
Cases;Spain;14/04/2015;1
Deaths;Spain;14/04/2015;0
Deaths;United Kingdom;14/04/2015;0
Cases;United Kingdom;14/04/2015;1
Cases;United States of America;14/04/2015;4
Deaths;United States of America;14/04/2015;1
Deaths;Senegal;14/04/2015;0
Cases;Senegal;15/04/2015;1
Cases;Guinea;15/04/2015;3548
Deaths;Guinea;15/04/2015;2346
Cases;Liberia;15/04/2015;10042
Deaths;Liberia;15/04/2015;4486
Deaths;Mali;15/04/2015;6
Cases;Mali;15/04/2015;8
Cases;Nigeria;15/04/2015;20
Deaths;Nigeria;15/04/2015;8
Cases;Sierra Leone;15/04/2015;12201
Deaths;Sierra Leone;15/04/2015;3857
Cases;Spain;15/04/2015;1
Deaths;Spain;15/04/2015;0
Deaths;United Kingdom;15/04/2015;0
Cases;United Kingdom;15/04/2015;1
Cases;United States of America;15/04/2015;4
Deaths;United States of America;15/04/2015;1
Deaths;Senegal;15/04/2015;0
Cases;Senegal;16/04/2015;1
Cases;Guinea;16/04/2015;3566
Deaths;Guinea;16/04/2015;2348
Cases;Liberia;16/04/2015;10042
Deaths;Liberia;16/04/2015;4486
Deaths;Mali;16/04/2015;6
Cases;Mali;16/04/2015;8
Cases;Nigeria;16/04/2015;20
Deaths;Nigeria;16/04/2015;8
Cases;Sierra Leone;16/04/2015;12223
Deaths;Sierra Leone;16/04/2015;3865
Cases;Spain;16/04/2015;1
Deaths;Spain;16/04/2015;0
Deaths;United Kingdom;16/04/2015;0
Cases;United Kingdom;16/04/2015;1
Cases;United States of America;16/04/2015;4
Deaths;United States of America;16/04/2015;1
Deaths;Senegal;16/04/2015;0
Cases;Senegal;17/04/2015;1
Cases;Guinea;17/04/2015;3569
Deaths;Guinea;17/04/2015;2351
Cases;Liberia;17/04/2015;10042
Deaths;Liberia;17/04/2015;4486
Deaths;Mali;17/04/2015;6
Cases;Mali;17/04/2015;8
Cases;Nigeria;17/04/2015;20
Deaths;Nigeria;17/04/2015;8
Cases;Sierra Leone;17/04/2015;12244
Deaths;Sierra Leone;17/04/2015;3865
Cases;Spain;17/04/2015;1
Deaths;Spain;17/04/2015;0
Deaths;United Kingdom;17/04/2015;0
Cases;United Kingdom;17/04/2015;1
Cases;United States of America;17/04/2015;4
Deaths;United States of America;17/04/2015;1
Deaths;Senegal;17/04/2015;0
Cases;Senegal;20/04/2015;1
Cases;Guinea;20/04/2015;3565
Deaths;Guinea;20/04/2015;2357
Cases;Liberia;20/04/2015;10042
Deaths;Liberia;20/04/2015;4486
Deaths;Mali;20/04/2015;6
Cases;Mali;20/04/2015;8
Cases;Nigeria;20/04/2015;20
Deaths;Nigeria;20/04/2015;8
Cases;Sierra Leone;20/04/2015;12256
Deaths;Sierra Leone;20/04/2015;3872
Cases;Spain;20/04/2015;1
Deaths;Spain;20/04/2015;0
Deaths;United Kingdom;20/04/2015;0
Cases;United Kingdom;20/04/2015;1
Cases;United States of America;20/04/2015;4
Deaths;United States of America;20/04/2015;1
Deaths;Senegal;20/04/2015;0
Cases;Senegal;21/04/2015;1
Cases;Guinea;21/04/2015;3565
Deaths;Guinea;21/04/2015;2358
Cases;Liberia;21/04/2015;10042
Deaths;Liberia;21/04/2015;4486
Deaths;Mali;21/04/2015;6
Cases;Mali;21/04/2015;8
Cases;Nigeria;21/04/2015;20
Deaths;Nigeria;21/04/2015;8
Cases;Sierra Leone;21/04/2015;12265
Deaths;Sierra Leone;21/04/2015;3877
Cases;Spain;21/04/2015;1
Deaths;Spain;21/04/2015;0
Deaths;United Kingdom;21/04/2015;0
Cases;United Kingdom;21/04/2015;1
Cases;United States of America;21/04/2015;4
Deaths;United States of America;21/04/2015;1
Deaths;Senegal;21/04/2015;0
Cases;Senegal;22/04/2015;1
Deaths;Guinea;22/04/2015;2358
Cases;Guinea;22/04/2015;3565
Cases;Liberia;22/04/2015;10212
Deaths;Liberia;22/04/2015;4573
Deaths;Mali;22/04/2015;6
Cases;Mali;22/04/2015;8
Cases;Nigeria;22/04/2015;20
Deaths;Nigeria;22/04/2015;8
Deaths;Sierra Leone;22/04/2015;3877
Cases;Sierra Leone;22/04/2015;12267
Cases;Spain;22/04/2015;1
Deaths;Spain;22/04/2015;0
Deaths;United Kingdom;22/04/2015;0
Cases;United Kingdom;22/04/2015;1
Cases;United States of America;22/04/2015;4
Deaths;United States of America;22/04/2015;1
Deaths;Senegal;22/04/2015;0
Cases;Senegal;23/04/2015;1
Cases;Guinea;23/04/2015;3568
Deaths;Guinea;23/04/2015;2362
Cases;Liberia;23/04/2015;10212
Deaths;Liberia;23/04/2015;4573
Deaths;Mali;23/04/2015;6
Cases;Mali;23/04/2015;8
Cases;Nigeria;23/04/2015;20
Deaths;Nigeria;23/04/2015;8
Cases;Sierra Leone;23/04/2015;12294
Deaths;Sierra Leone;23/04/2015;3885
Cases;Spain;23/04/2015;1
Deaths;Spain;23/04/2015;0
Deaths;United Kingdom;23/04/2015;0
Cases;United Kingdom;23/04/2015;1
Cases;United States of America;23/04/2015;4
Deaths;United States of America;23/04/2015;1
Deaths;Senegal;23/04/2015;0
Cases;Senegal;24/04/2015;1
Cases;Guinea;24/04/2015;3576
Deaths;Guinea;24/04/2015;2365
Cases;Liberia;24/04/2015;10212
Deaths;Liberia;24/04/2015;4573
Deaths;Mali;24/04/2015;6
Cases;Mali;24/04/2015;8
Cases;Nigeria;24/04/2015;20
Deaths;Nigeria;24/04/2015;8
Cases;Sierra Leone;24/04/2015;12313
Deaths;Sierra Leone;24/04/2015;3886
Cases;Spain;24/04/2015;1
Deaths;Spain;24/04/2015;0
Deaths;United Kingdom;24/04/2015;0
Cases;United Kingdom;24/04/2015;1
Cases;United States of America;24/04/2015;4
Deaths;United States of America;24/04/2015;1
Deaths;Senegal;24/04/2015;0
Cases;Senegal;27/04/2015;1
Cases;Guinea;27/04/2015;3585
Deaths;Guinea;27/04/2015;2374
Cases;Liberia;27/04/2015;10212
Deaths;Liberia;27/04/2015;4573
Deaths;Mali;27/04/2015;6
Cases;Mali;27/04/2015;8
Cases;Nigeria;27/04/2015;20
Deaths;Nigeria;27/04/2015;8
Cases;Sierra Leone;27/04/2015;12362
Deaths;Sierra Leone;27/04/2015;3895
Cases;Spain;27/04/2015;1
Deaths;Spain;27/04/2015;0
Deaths;United Kingdom;27/04/2015;0
Cases;United Kingdom;27/04/2015;1
Cases;United States of America;27/04/2015;4
Deaths;United States of America;27/04/2015;1
Deaths;Senegal;27/04/2015;0
Cases;Senegal;28/04/2015;1
Cases;Guinea;28/04/2015;3584
Deaths;Guinea;28/04/2015;2377
Cases;Liberia;28/04/2015;10322
Deaths;Liberia;28/04/2015;4608
Deaths;Mali;28/04/2015;6
Cases;Mali;28/04/2015;8
Cases;Nigeria;28/04/2015;20
Deaths;Nigeria;28/04/2015;8
Cases;Sierra Leone;28/04/2015;12371
Deaths;Sierra Leone;28/04/2015;3899
Cases;Spain;28/04/2015;1
Deaths;Spain;28/04/2015;0
Deaths;United Kingdom;28/04/2015;0
Cases;United Kingdom;28/04/2015;1
Cases;United States of America;28/04/2015;4
Deaths;United States of America;28/04/2015;1
Deaths;Senegal;28/04/2015;0
Cases;Senegal;30/04/2015;1
Cases;Guinea;30/04/2015;3581
Deaths;Guinea;30/04/2015;2381
Cases;Liberia;30/04/2015;10322
Deaths;Liberia;30/04/2015;4608
Deaths;Mali;30/04/2015;6
Cases;Mali;30/04/2015;8
Cases;Nigeria;30/04/2015;20
Deaths;Nigeria;30/04/2015;8
Cases;Sierra Leone;30/04/2015;12387
Deaths;Sierra Leone;30/04/2015;3901
Cases;Spain;30/04/2015;1
Deaths;Spain;30/04/2015;0
Deaths;United Kingdom;30/04/2015;0
Cases;United Kingdom;30/04/2015;1
Cases;United States of America;30/04/2015;4
Deaths;United States of America;30/04/2015;1
Deaths;Senegal;30/04/2015;0
Cases;Senegal;1/05/2015;1
Cases;Guinea;1/05/2015;3578
Deaths;Guinea;1/05/2015;2383
Cases;Liberia;1/05/2015;10322
Deaths;Liberia;1/05/2015;4608
Deaths;Mali;1/05/2015;6
Cases;Mali;1/05/2015;8
Cases;Nigeria;1/05/2015;20
Deaths;Nigeria;1/05/2015;8
Cases;Sierra Leone;1/05/2015;12398
Deaths;Sierra Leone;1/05/2015;3901
Cases;Spain;1/05/2015;1
Deaths;Spain;1/05/2015;0
Deaths;United Kingdom;1/05/2015;0
Cases;United Kingdom;1/05/2015;1
Cases;United States of America;1/05/2015;4
Deaths;United States of America;1/05/2015;1
Deaths;Senegal;1/05/2015;0
Cases;Senegal;4/05/2015;1
Cases;Guinea;4/05/2015;3591
Deaths;Guinea;4/05/2015;2385
Cases;Liberia;4/05/2015;10322
Deaths;Liberia;4/05/2015;4608
Deaths;Mali;4/05/2015;6
Cases;Mali;4/05/2015;8
Cases;Nigeria;4/05/2015;20
Deaths;Nigeria;4/05/2015;8
Cases;Sierra Leone;4/05/2015;12426
Deaths;Sierra Leone;4/05/2015;3902
Cases;Spain;4/05/2015;1
Deaths;Spain;4/05/2015;0
Deaths;United Kingdom;4/05/2015;0
Cases;United Kingdom;4/05/2015;1
Cases;United States of America;4/05/2015;4
Deaths;United States of America;4/05/2015;1
Deaths;Senegal;4/05/2015;0
Cases;Senegal;5/05/2015;1
Cases;Guinea;5/05/2015;3589
Deaths;Guinea;5/05/2015;2386
Cases;Liberia;5/05/2015;10507
Deaths;Liberia;5/05/2015;4691
Deaths;Mali;5/05/2015;6
Cases;Mali;5/05/2015;8
Cases;Nigeria;5/05/2015;20
Deaths;Nigeria;5/05/2015;8
Cases;Sierra Leone;5/05/2015;12440
Deaths;Sierra Leone;5/05/2015;3903
Cases;Spain;5/05/2015;1
Deaths;Spain;5/05/2015;0
Deaths;United Kingdom;5/05/2015;0
Cases;United Kingdom;5/05/2015;1
Cases;United States of America;5/05/2015;4
Deaths;United States of America;5/05/2015;1
Deaths;Senegal;5/05/2015;0
Cases;Senegal;6/05/2015;1
Cases;Guinea;6/05/2015;3589
Deaths;Guinea;6/05/2015;2386
Cases;Liberia;6/05/2015;10564
Deaths;Liberia;6/05/2015;4716
Deaths;Mali;6/05/2015;6
Cases;Mali;6/05/2015;8
Cases;Nigeria;6/05/2015;20
Deaths;Nigeria;6/05/2015;8
Cases;Sierra Leone;6/05/2015;12440
Deaths;Sierra Leone;6/05/2015;3903
Cases;Spain;6/05/2015;1
Deaths;Spain;6/05/2015;0
Deaths;United Kingdom;6/05/2015;0
Cases;United Kingdom;6/05/2015;1
Cases;United States of America;6/05/2015;4
Deaths;United States of America;6/05/2015;1
Deaths;Senegal;6/05/2015;0
Cases;Senegal;7/05/2015;1
Cases;Guinea;7/05/2015;3592
Deaths;Guinea;7/05/2015;2387
Cases;Liberia;7/05/2015;10564
Deaths;Liberia;7/05/2015;4716
Deaths;Mali;7/05/2015;6
Cases;Mali;7/05/2015;8
Cases;Nigeria;7/05/2015;20
Deaths;Nigeria;7/05/2015;8
Cases;Sierra Leone;7/05/2015;12470
Deaths;Sierra Leone;7/05/2015;3904
Cases;Spain;7/05/2015;1
Deaths;Spain;7/05/2015;0
Deaths;United Kingdom;7/05/2015;0
Cases;United Kingdom;7/05/2015;1
Cases;United States of America;7/05/2015;4
Deaths;United States of America;7/05/2015;1
Deaths;Senegal;7/05/2015;0
Cases;Senegal;8/05/2015;1
Cases;Guinea;8/05/2015;3592
Deaths;Guinea;8/05/2015;2387
Cases;Liberia;8/05/2015;10564
Deaths;Liberia;8/05/2015;4716
Deaths;Mali;8/05/2015;6
Cases;Mali;8/05/2015;8
Cases;Nigeria;8/05/2015;20
Deaths;Nigeria;8/05/2015;8
Cases;Sierra Leone;8/05/2015;12492
Deaths;Sierra Leone;8/05/2015;3904
Cases;Spain;8/05/2015;1
Deaths;Spain;8/05/2015;0
Deaths;United Kingdom;8/05/2015;0
Cases;United Kingdom;8/05/2015;1
Cases;United States of America;8/05/2015;4
Deaths;United States of America;8/05/2015;1
Deaths;Senegal;8/05/2015;0
Cases;Senegal;11/05/2015;1
Cases;Guinea;11/05/2015;3599
Deaths;Guinea;11/05/2015;2391
Cases;Liberia;11/05/2015;10604
Deaths;Liberia;11/05/2015;4769
Deaths;Mali;11/05/2015;6
Cases;Mali;11/05/2015;8
Cases;Nigeria;11/05/2015;20
Deaths;Nigeria;11/05/2015;8
Cases;Sierra Leone;11/05/2015;12519
Deaths;Sierra Leone;11/05/2015;3904
Cases;Spain;11/05/2015;1
Deaths;Spain;11/05/2015;0
Deaths;United Kingdom;11/05/2015;0
Cases;United Kingdom;11/05/2015;1
Cases;United States of America;11/05/2015;4
Deaths;United States of America;11/05/2015;1
Deaths;Senegal;11/05/2015;0
Cases;Senegal;12/05/2015;1
Cases;Guinea;12/05/2015;3597
Deaths;Guinea;12/05/2015;2392
Cases;Liberia;12/05/2015;10604
Deaths;Liberia;12/05/2015;4769
Deaths;Mali;12/05/2015;6
Cases;Mali;12/05/2015;8
Cases;Nigeria;12/05/2015;20
Deaths;Nigeria;12/05/2015;8
Cases;Sierra Leone;12/05/2015;12523
Deaths;Sierra Leone;12/05/2015;3904
Cases;Spain;12/05/2015;1
Deaths;Spain;12/05/2015;0
Deaths;United Kingdom;12/05/2015;0
Cases;United Kingdom;12/05/2015;1
Cases;United States of America;12/05/2015;4
Deaths;United States of America;12/05/2015;1
Deaths;Senegal;12/05/2015;0
Cases;Senegal;13/05/2015;1
Cases;Guinea;13/05/2015;3599
Deaths;Guinea;13/05/2015;2391
Deaths;Liberia;13/05/2015;4769
Cases;Liberia;13/05/2015;10604
Deaths;Mali;13/05/2015;6
Cases;Mali;13/05/2015;8
Cases;Nigeria;13/05/2015;20
Deaths;Nigeria;13/05/2015;8
Deaths;Sierra Leone;13/05/2015;3904
Cases;Sierra Leone;13/05/2015;12519
Cases;Spain;13/05/2015;1
Deaths;Spain;13/05/2015;0
Deaths;United Kingdom;13/05/2015;0
Cases;United Kingdom;13/05/2015;1
Cases;United States of America;13/05/2015;4
Deaths;United States of America;13/05/2015;1
Deaths;Senegal;13/05/2015;0
Cases;Senegal;14/05/2015;1
Cases;Guinea;14/05/2015;3615
Deaths;Guinea;14/05/2015;2399
Deaths;Italy;14/05/2015;0
Cases;Italy;14/05/2015;1
Cases;Liberia;14/05/2015;10604
Deaths;Liberia;14/05/2015;4769
Deaths;Mali;14/05/2015;6
Cases;Mali;14/05/2015;8
Cases;Nigeria;14/05/2015;20
Deaths;Nigeria;14/05/2015;8
Cases;Sierra Leone;14/05/2015;12536
Deaths;Sierra Leone;14/05/2015;3904
Cases;Spain;14/05/2015;1
Deaths;Spain;14/05/2015;0
Deaths;United Kingdom;14/05/2015;0
Cases;United Kingdom;14/05/2015;1
Cases;United States of America;14/05/2015;4
Deaths;United States of America;14/05/2015;1
Deaths;Senegal;14/05/2015;0
Cases;Senegal;15/05/2015;1
Cases;Guinea;15/05/2015;3619
Deaths;Guinea;15/05/2015;2401
Deaths;Italy;15/05/2015;0
Cases;Italy;15/05/2015;1
Cases;Liberia;15/05/2015;10604
Deaths;Liberia;15/05/2015;4769
Deaths;Mali;15/05/2015;6
Cases;Mali;15/05/2015;8
Cases;Nigeria;15/05/2015;20
Deaths;Nigeria;15/05/2015;8
Cases;Sierra Leone;15/05/2015;12540
Deaths;Sierra Leone;15/05/2015;3904
Cases;Spain;15/05/2015;1
Deaths;Spain;15/05/2015;0
Deaths;United Kingdom;15/05/2015;0
Cases;United Kingdom;15/05/2015;1
Cases;United States of America;15/05/2015;4
Deaths;United States of America;15/05/2015;1
Deaths;Senegal;15/05/2015;0
Cases;Senegal;18/05/2015;1
Cases;Guinea;18/05/2015;3626
Deaths;Guinea;18/05/2015;2405
Deaths;Italy;18/05/2015;0
Cases;Italy;18/05/2015;1
Cases;Liberia;18/05/2015;10666
Deaths;Liberia;18/05/2015;4806
Deaths;Mali;18/05/2015;6
Cases;Mali;18/05/2015;8
Cases;Nigeria;18/05/2015;20
Deaths;Nigeria;18/05/2015;8
Cases;Sierra Leone;18/05/2015;12593
Deaths;Sierra Leone;18/05/2015;3906
Cases;Spain;18/05/2015;1
Deaths;Spain;18/05/2015;0
Deaths;United Kingdom;18/05/2015;0
Cases;United Kingdom;18/05/2015;1
Cases;United States of America;18/05/2015;4
Deaths;United States of America;18/05/2015;1
Deaths;Senegal;18/05/2015;0
Cases;Senegal;19/05/2015;1
Cases;Guinea;19/05/2015;3635
Deaths;Guinea;19/05/2015;2407
Deaths;Italy;19/05/2015;0
Cases;Italy;19/05/2015;1
Cases;Liberia;19/05/2015;10666
Deaths;Liberia;19/05/2015;4806
Deaths;Mali;19/05/2015;6
Cases;Mali;19/05/2015;8
Cases;Nigeria;19/05/2015;20
Deaths;Nigeria;19/05/2015;8
Cases;Sierra Leone;19/05/2015;12632
Deaths;Sierra Leone;19/05/2015;3907
Cases;Spain;19/05/2015;1
Deaths;Spain;19/05/2015;0
Deaths;United Kingdom;19/05/2015;0
Cases;United Kingdom;19/05/2015;1
Cases;United States of America;19/05/2015;4
Deaths;United States of America;19/05/2015;1
Deaths;Senegal;19/05/2015;0
Cases;Senegal;20/05/2015;1
Cases;Guinea;20/05/2015;3635
Deaths;Guinea;20/05/2015;2407
Deaths;Italy;20/05/2015;0
Cases;Italy;20/05/2015;1
Cases;Liberia;20/05/2015;10666
Deaths;Liberia;20/05/2015;4806
Deaths;Mali;20/05/2015;6
Cases;Mali;20/05/2015;8
Cases;Nigeria;20/05/2015;20
Deaths;Nigeria;20/05/2015;8
Cases;Sierra Leone;20/05/2015;12632
Deaths;Sierra Leone;20/05/2015;3907
Cases;Spain;20/05/2015;1
Deaths;Spain;20/05/2015;0
Deaths;United Kingdom;20/05/2015;0
Cases;United Kingdom;20/05/2015;1
Cases;United States of America;20/05/2015;4
Deaths;United States of America;20/05/2015;1
Deaths;Senegal;20/05/2015;0
Cases;Senegal;21/05/2015;1
Cases;Guinea;21/05/2015;3649
Deaths;Guinea;21/05/2015;2409
Deaths;Italy;21/05/2015;0
Cases;Italy;21/05/2015;1
Cases;Liberia;21/05/2015;10666
Deaths;Liberia;21/05/2015;4806
Deaths;Mali;21/05/2015;6
Cases;Mali;21/05/2015;8
Cases;Nigeria;21/05/2015;20
Deaths;Nigeria;21/05/2015;8
Cases;Sierra Leone;21/05/2015;12656
Deaths;Sierra Leone;21/05/2015;3907
Cases;Spain;21/05/2015;1
Deaths;Spain;21/05/2015;0
Deaths;United Kingdom;21/05/2015;0
Cases;United Kingdom;21/05/2015;1
Cases;United States of America;21/05/2015;4
Deaths;United States of America;21/05/2015;1
Deaths;Senegal;21/05/2015;0
Cases;Senegal;22/05/2015;1
Cases;Guinea;22/05/2015;3647
Deaths;Guinea;22/05/2015;2412
Deaths;Italy;22/05/2015;0
Cases;Italy;22/05/2015;1
Cases;Liberia;22/05/2015;10666
Deaths;Liberia;22/05/2015;4806
Deaths;Mali;22/05/2015;6
Cases;Mali;22/05/2015;8
Cases;Nigeria;22/05/2015;20
Deaths;Nigeria;22/05/2015;8
Cases;Sierra Leone;22/05/2015;12666
Deaths;Sierra Leone;22/05/2015;3907
Cases;Spain;22/05/2015;1
Deaths;Spain;22/05/2015;0
Deaths;United Kingdom;22/05/2015;0
Cases;United Kingdom;22/05/2015;1
Cases;United States of America;22/05/2015;4
Deaths;United States of America;22/05/2015;1
Deaths;Senegal;22/05/2015;0
Cases;Senegal;25/05/2015;1
Cases;Guinea;25/05/2015;3640
Deaths;Guinea;25/05/2015;2418
Deaths;Italy;25/05/2015;0
Cases;Italy;25/05/2015;1
Cases;Liberia;25/05/2015;10666
Deaths;Liberia;25/05/2015;4806
Deaths;Mali;25/05/2015;6
Cases;Mali;25/05/2015;8
Cases;Nigeria;25/05/2015;20
Deaths;Nigeria;25/05/2015;8
Cases;Sierra Leone;25/05/2015;12696
Deaths;Sierra Leone;25/05/2015;3908
Cases;Spain;25/05/2015;1
Deaths;Spain;25/05/2015;0
Deaths;United Kingdom;25/05/2015;0
Cases;United Kingdom;25/05/2015;1
Cases;United States of America;25/05/2015;4
Deaths;United States of America;25/05/2015;1
Deaths;Senegal;25/05/2015;0
Cases;Senegal;26/05/2015;1
Cases;Guinea;26/05/2015;3641
Deaths;Guinea;26/05/2015;2420
Deaths;Italy;26/05/2015;0
Cases;Italy;26/05/2015;1
Cases;Liberia;26/05/2015;10666
Deaths;Liberia;26/05/2015;4806
Deaths;Mali;26/05/2015;6
Cases;Mali;26/05/2015;8
Cases;Nigeria;26/05/2015;20
Deaths;Nigeria;26/05/2015;8
Cases;Sierra Leone;26/05/2015;12706
Deaths;Sierra Leone;26/05/2015;3908
Cases;Spain;26/05/2015;1
Deaths;Spain;26/05/2015;0
Deaths;United Kingdom;26/05/2015;0
Cases;United Kingdom;26/05/2015;1
Cases;United States of America;26/05/2015;4
Deaths;United States of America;26/05/2015;1
Deaths;Senegal;26/05/2015;0
Cases;Senegal;27/05/2015;1
Cases;Guinea;27/05/2015;3641
Deaths;Guinea;27/05/2015;2420
Deaths;Italy;27/05/2015;0
Cases;Italy;27/05/2015;1
Cases;Liberia;27/05/2015;10666
Deaths;Liberia;27/05/2015;4806
Deaths;Mali;27/05/2015;6
Cases;Mali;27/05/2015;8
Cases;Nigeria;27/05/2015;20
Deaths;Nigeria;27/05/2015;8
Cases;Sierra Leone;27/05/2015;12706
Deaths;Sierra Leone;27/05/2015;3908
Cases;Spain;27/05/2015;1
Deaths;Spain;27/05/2015;0
Deaths;United Kingdom;27/05/2015;0
Cases;United Kingdom;27/05/2015;1
Cases;United States of America;27/05/2015;4
Deaths;United States of America;27/05/2015;1
Deaths;Senegal;27/05/2015;0
Cases;Senegal;28/05/2015;1
Cases;Guinea;28/05/2015;3639
Deaths;Guinea;28/05/2015;2423
Deaths;Italy;28/05/2015;0
Cases;Italy;28/05/2015;1
Cases;Liberia;28/05/2015;10666
Deaths;Liberia;28/05/2015;4806
Deaths;Mali;28/05/2015;6
Cases;Mali;28/05/2015;8
Cases;Nigeria;28/05/2015;20
Deaths;Nigeria;28/05/2015;8
Cases;Sierra Leone;28/05/2015;12735
Deaths;Sierra Leone;28/05/2015;3911
Cases;Spain;28/05/2015;1
Deaths;Spain;28/05/2015;0
Deaths;United Kingdom;28/05/2015;0
Cases;United Kingdom;28/05/2015;1
Cases;United States of America;28/05/2015;4
Deaths;United States of America;28/05/2015;1
Deaths;Senegal;28/05/2015;0
Cases;Senegal;29/05/2015;1
Cases;Guinea;29/05/2015;3644
Deaths;Guinea;29/05/2015;2425
Deaths;Italy;29/05/2015;0
Cases;Italy;29/05/2015;1
Cases;Liberia;29/05/2015;10666
Deaths;Liberia;29/05/2015;4806
Deaths;Mali;29/05/2015;6
Cases;Mali;29/05/2015;8
Cases;Nigeria;29/05/2015;20
Deaths;Nigeria;29/05/2015;8
Cases;Sierra Leone;29/05/2015;12745
Deaths;Sierra Leone;29/05/2015;3911
Cases;Spain;29/05/2015;1
Deaths;Spain;29/05/2015;0
Deaths;United Kingdom;29/05/2015;0
Cases;United Kingdom;29/05/2015;1
Cases;United States of America;29/05/2015;4
Deaths;United States of America;29/05/2015;1
Deaths;Senegal;29/05/2015;0
Cases;Senegal;1/06/2015;1
Cases;Guinea;1/06/2015;3653
Deaths;Guinea;1/06/2015;2428
